status,reason,superseded_by,data_source
skipped,Legacy step_042 population values were assumption-heavy and are quarantined to avoid non-empirical claims; use step_132_lrd_validation for the real Kokorev-catalog analysis.,step_132_lrd_validation,Kokorev et al. 2024 (catalog)
