z_phot,log_Mstar,dust
8.4879,8.44471,0.0
4.4525,7.41319,-999.0
4.5353,8.82373,0.6
4.6031,6.64648,-999.0
7.6628,9.53603,0.0
9.4439,8.44628,0.0
7.3626,8.21653,0.5
4.3288,7.48244,0.3
7.574,8.25253,0.0
7.0371,8.59898,0.0
5.6621,8.36827,0.1
4.8961,7.71393,0.2
6.4391,8.38484,0.1
8.9593,8.62257,0.0
5.0847,8.345,0.0
7.4195,8.98084,0.0
4.1007,7.53982,0.1
7.1365,8.2826,0.0
4.7924,6.07329,-999.0
4.2626,7.76023,0.1
4.6324,8.04402,0.0
4.5972,8.60995,0.1
4.1403,7.41639,0.1
6.5864,8.5305,0.0
4.4964,9.31605,0.0
5.6434,7.90363,0.0
4.73,8.72691,1.2
4.6675,8.92261,0.8
8.6143,8.42477,0.0
7.6708,9.14212,0.2
4.2817,7.20543,0.1
4.2927,7.96015,0.0
4.3216,8.00742,0.3
5.6286,9.05279,0.4
10.1063,7.31831,0.3
7.4579,8.05188,0.0
4.4844,6.61529,0.0
7.1936,8.17645,0.0
4.4567,6.43111,-999.0
4.1336,6.85454,0.2
9.9914,7.84893,0.0
4.1859,8.4072,-999.0
7.4753,8.16735,0.0
4.3675,8.32262,0.1
4.3455,7.98862,0.0
4.2989,7.13532,0.2
5.4483,8.31781,0.1
7.2408,8.09639,0.0
4.3251,6.10267,-999.0
9.1862,8.34763,0.0
7.1038,7.84238,0.0
5.7589,9.29401,1.2
7.5253,8.55197,0.0
7.3623,8.79241,0.0
9.3163,8.016,0.0
4.3109,6.83167,0.0
4.2807,7.63039,0.0
4.3002,7.22165,0.1
4.4599,6.51154,-999.0
8.7795,8.20148,0.0
4.4525,7.86546,0.1
4.8506,7.89313,0.0
7.3316,7.99192,0.0
4.6289,8.3226,0.6
4.3235,6.81781,0.1
4.6268,7.87452,0.0
4.4436,8.25186,0.0
4.7302,7.95253,0.0
4.5207,8.20695,0.1
4.369,8.31563,0.3
9.4589,8.30057,0.0
4.0311,7.8466,0.0
6.1682,8.43612,0.1
4.6797,8.73767,0.2
4.4273,7.81904,0.3
7.9265,8.52979,0.0
7.3473,8.40424,0.0
4.3715,6.96003,0.1
4.1497,8.58599,0.3
7.7011,9.20602,0.2
7.331,7.79123,0.0
4.8803,7.79751,0.0
4.3606,7.9665,0.1
4.0886,7.73613,0.2
5.618,7.90274,0.1
6.8619,8.0925,0.0
6.2379,7.74987,0.0
4.1234,7.63827,0.1
7.3518,6.92417,0.7
5.1949,8.99588,0.6
4.832,7.11522,0.3
4.6209,8.26966,-999.0
4.7654,7.84676,0.0
7.0544,8.38997,0.1
4.1591,8.18196,0.2
7.7104,8.75076,0.1
7.4147,8.0992,0.0
4.2747,7.50724,0.0
9.7184,7.95473,0.0
4.5344,7.97219,-999.0
6.8052,7.90529,0.0
4.3869,7.27562,0.2
5.9432,8.79452,0.7
6.0421,8.76816,1.2
4.4605,7.13621,0.2
5.3191,8.35627,1.1
7.4779,8.2147,0.0
4.3413,7.03947,0.1
7.4602,8.30373,0.1
7.6615,8.63514,0.0
4.4698,7.51363,0.0
4.3518,7.52551,0.0
5.7455,7.89809,0.0
7.483,8.00132,0.0
6.415,8.12984,0.0
6.9972,8.22562,0.0
7.2864,8.71244,0.0
4.8467,7.7718,0.0
7.8349,8.58401,0.1
7.0016,8.49116,0.0
4.7761,7.75879,0.0
7.0104,8.27064,0.0
4.4276,6.15367,-999.0
8.3092,8.19157,0.0
4.0585,8.09031,0.0
4.5305,7.77077,0.0
4.8575,7.65542,0.3
4.0994,7.10966,0.1
6.7937,8.36226,0.1
7.2276,8.76963,0.1
7.5766,8.16023,0.1
7.7479,8.38126,0.0
4.1707,7.74241,0.1
6.7051,7.70689,0.0
4.5442,7.98614,0.0
4.9217,7.88407,0.0
6.4022,8.19175,0.1
4.705,7.93191,0.2
5.0228,7.81328,0.0
4.5011,7.77689,0.0
7.562,9.47014,0.2
4.391,7.50612,0.0
7.542,8.18796,0.0
7.406,8.26874,0.0
4.7184,7.82475,0.0
7.1927,8.48229,0.1
4.6569,7.92489,0.0
5.1769,8.48048,1.2
5.6334,7.88078,0.0
5.7393,8.20182,0.1
4.6315,8.22404,0.2
4.0698,7.60514,0.0
4.1262,7.80819,0.0
5.2512,8.54762,1.2
5.7426,8.62481,0.2
5.0397,8.41553,0.2
4.1802,8.09426,0.1
7.4651,7.91053,0.0
4.6502,6.03451,-999.0
7.6949,8.20262,0.0
4.6703,7.62801,0.0
4.402,8.12858,0.0
4.1066,7.96784,0.1
6.7523,8.45322,0.1
4.1579,7.9809,0.1
4.7875,8.15794,0.1
7.3482,9.54465,0.3
7.1642,8.25621,0.0
4.3157,7.78491,0.0
4.8582,7.55127,0.0
4.0208,7.67276,0.0
9.8904,8.33388,0.0
5.8125,8.49635,0.1
7.1244,8.24952,0.0
5.7387,9.11123,1.2
6.0384,8.48958,0.2
7.8649,8.68456,0.1
4.3722,8.0646,0.1
6.7966,8.73353,0.1
6.3396,8.51813,0.2
7.3874,8.39285,0.0
5.0415,8.77396,0.2
7.5622,8.36092,0.1
7.3297,9.20305,0.0
8.9125,10.68352,0.2
4.2678,8.10612,0.0
7.6197,8.36178,0.0
6.0662,8.79296,0.1
4.7529,8.37339,0.1
4.3563,7.63794,0.2
4.8301,9.10002,0.1
4.8161,8.86771,0.2
6.7255,9.04843,0.1
4.581,9.3936,0.2
6.0733,8.88929,0.0
4.8063,8.79101,0.1
4.662,9.1082,0.1
4.3189,8.89179,0.1
4.5503,8.44169,0.1
6.1851,9.64153,0.1
5.5703,9.06711,0.1
4.6897,7.816,0.1
4.774,8.93819,0.1
4.4587,9.11922,0.1
4.5271,9.60693,0.1
4.5781,7.78969,0.0
5.2954,8.51013,0.1
7.0248,8.97175,0.0
4.8353,8.48944,0.1
4.4153,8.60092,0.6
4.2202,8.94809,0.0
4.706,8.35152,0.1
4.2153,9.10652,0.1
6.4167,8.49621,0.1
4.9328,8.15324,0.0
4.4245,8.55664,0.2
6.7184,9.42825,0.1
4.3719,10.12163,0.1
4.7193,8.59775,0.2
4.5406,8.16317,0.1
4.1104,8.95894,0.1
4.5255,8.48795,0.1
5.7338,8.03208,0.0
4.3371,7.65276,0.0
5.9704,8.46822,0.1
5.0501,8.47516,0.0
4.4804,9.47097,0.2
5.6273,8.95994,0.1
4.9039,8.11216,0.0
4.8207,10.39483,0.7
10.8178,8.99316,0.1
4.2436,9.61708,0.1
4.0477,7.55037,0.0
4.145,9.7436,0.0
4.6813,8.44987,0.1
4.0973,9.1067,0.2
4.7724,9.45901,0.2
4.574,8.3516,0.1
4.429,8.61622,0.1
6.8673,9.1588,0.0
6.3271,8.67718,0.1
4.7081,8.30009,0.2
4.4819,8.52069,0.1
4.6987,8.42573,0.2
6.7664,9.10895,0.1
4.5736,8.08499,0.2
5.6171,9.11963,0.1
4.3456,7.99383,0.0
4.6989,8.77484,0.1
4.24,9.20389,0.4
4.1093,8.69256,0.1
4.1035,8.40055,0.1
4.3275,8.88964,0.1
5.9339,9.15619,0.1
5.595,9.11825,0.0
4.0559,7.9542,0.0
4.6749,9.13592,0.1
4.0848,8.58695,0.0
4.6784,8.10928,0.3
6.9357,8.67517,0.0
4.7044,9.2205,0.1
4.6348,8.03853,0.1
4.6261,8.04858,0.2
4.0605,8.86136,0.0
5.7131,8.49632,0.1
8.2319,9.50905,0.2
6.505,9.24768,0.2
5.2462,9.72405,0.1
4.7203,8.08871,0.1
4.3809,8.6056,0.0
4.2565,8.4158,0.1
7.8171,9.1963,0.0
4.5164,7.88335,0.0
5.448,9.16783,0.4
4.8162,8.71514,0.1
5.4022,8.48997,0.0
6.1598,8.72577,0.0
7.455,8.80157,0.0
4.3098,8.59574,0.3
5.5761,9.02507,0.0
5.2353,9.4354,0.1
4.7673,7.37127,-999.0
6.742,7.76819,0.0
4.0352,9.88284,0.1
4.3659,8.6644,0.2
4.6372,8.18792,0.1
4.5928,8.23413,0.1
4.5902,7.95357,0.1
4.2178,8.20053,0.1
4.247,8.30537,0.1
4.798,8.37573,0.1
6.0325,8.14966,0.0
6.2169,9.11677,0.0
7.4849,9.5356,0.1
6.7589,8.46416,0.1
8.9468,9.71681,0.0
4.9731,9.85656,0.1
6.643,8.55359,0.0
4.3385,8.10505,0.0
9.3876,8.18922,0.0
4.6754,8.14585,0.2
4.0325,10.55,0.0
4.1639,8.11932,0.1
7.0869,8.94326,0.1
7.6166,9.34743,0.1
4.9474,9.6376,0.3
4.6152,8.36627,0.1
6.8419,9.11148,0.0
4.05,7.5603,0.0
7.6008,9.25873,0.1
5.9936,7.95607,0.0
4.6392,7.83892,0.1
6.8237,8.85772,0.1
4.6987,8.81778,0.2
4.9217,9.47764,0.1
7.3699,8.47818,0.0
4.6203,8.89447,0.2
6.3978,8.77557,0.0
4.6684,8.34242,0.1
4.1986,8.85038,0.1
4.0458,8.10152,0.1
8.1182,8.60493,0.0
4.7572,8.05625,0.1
5.6472,9.31522,0.1
9.234,8.90576,0.1
7.5548,8.70551,0.1
8.0578,8.63289,0.0
4.9897,9.50041,0.1
4.8093,9.1319,0.1
6.1603,8.95885,0.0
4.7853,8.15524,0.0
4.9385,8.84113,0.1
4.4772,7.98861,0.1
4.5613,8.1492,0.0
4.0058,9.3421,0.1
4.0749,8.62652,0.1
4.7689,8.92404,0.1
4.6962,10.6414,0.7
4.2337,8.68635,0.1
4.6679,7.78478,0.1
4.6383,8.12627,0.1
7.547,8.74513,0.0
4.4641,7.90078,0.1
6.682,8.5984,0.0
5.38,8.1986,0.0
5.3236,8.8938,0.0
6.5878,8.63313,0.1
5.3274,9.53986,0.1
4.6488,8.0132,0.1
6.9993,8.40143,0.0
4.2837,8.09383,0.0
9.3264,9.32813,0.0
4.5572,7.94676,0.1
4.7472,8.67316,0.2
4.297,8.85529,0.1
4.5173,8.25088,0.0
6.9047,9.70131,0.1
6.7974,8.38913,0.0
4.0253,9.57508,0.1
4.3746,8.53992,0.0
5.3212,8.60165,0.0
5.7181,9.6283,0.3
4.0225,8.73027,0.0
4.0987,8.49322,0.0
4.9067,7.88852,0.0
4.2002,9.22857,0.1
4.3263,7.93415,0.1
4.8642,8.71434,0.1
10.0094,8.4934,0.0
5.0071,9.0712,0.1
6.1732,8.71977,0.2
7.2156,8.43311,0.0
4.3978,8.13587,0.1
10.0184,8.82334,0.0
4.0391,8.5657,0.1
6.6092,8.56745,0.1
4.0629,9.29832,0.2
5.2894,9.01592,0.1
5.3237,7.94669,0.0
8.9322,9.51045,0.1
4.0728,8.74705,0.1
4.6653,8.70001,0.1
4.2637,8.30764,0.2
4.1744,8.44796,0.1
4.2378,9.51644,0.2
4.3833,9.02447,0.0
4.2719,8.58931,0.2
7.6388,8.67434,0.0
4.5792,8.48244,0.2
6.2736,8.47644,0.1
6.3634,8.14655,0.0
4.659,8.01457,0.1
5.8938,8.26932,0.0
7.4355,9.0906,0.1
4.9737,8.01556,0.0
4.4799,8.16923,0.2
7.6875,8.72286,0.0
4.3444,7.43827,0.0
4.9816,8.23357,0.0
4.8566,8.74812,0.0
4.4318,8.28979,0.1
4.6661,8.01284,0.1
4.4853,8.64588,0.1
4.4385,8.34948,0.1
4.038,8.8898,0.1
4.6815,8.25881,0.1
6.6219,8.41285,0.1
9.0697,9.95465,0.3
9.0637,8.23893,0.0
4.8339,8.99311,0.1
5.4003,8.48012,0.0
6.3392,8.89569,0.1
4.562,7.77675,0.0
4.3669,8.39637,0.1
7.0501,8.82244,0.1
4.5527,8.38503,0.1
4.5356,8.64006,0.0
4.745,8.31219,0.1
4.4366,8.7551,0.1
4.8724,8.74242,0.3
8.0444,8.53354,0.0
5.5851,8.21811,0.1
4.0853,8.84394,0.1
4.4321,8.45217,0.0
4.6868,8.05256,0.2
4.2681,8.30546,0.0
4.3114,7.91128,0.0
9.115,8.44355,0.0
9.2089,9.73367,0.0
6.8511,8.21779,0.0
5.5653,9.07128,0.4
4.689,9.37501,0.1
9.9851,8.31428,0.0
5.9292,9.11059,0.1
4.7861,8.32312,0.0
6.3555,8.42028,0.0
4.3587,8.39435,0.1
5.5658,8.66298,0.1
4.2909,9.03764,0.1
8.728,9.55405,0.1
7.0123,8.68346,0.1
6.3709,9.0759,0.4
7.4315,9.06525,0.1
4.6972,8.66676,0.1
4.8066,8.83026,0.2
4.8076,8.71125,0.2
5.2177,8.42063,0.0
4.2044,9.06752,0.2
4.1734,9.24218,0.1
6.9512,8.61553,0.0
4.2316,8.27389,0.0
5.0473,9.11366,0.1
4.2501,7.8747,0.0
4.327,8.42264,0.1
7.3097,8.79528,0.0
4.3924,8.249,0.1
5.9602,8.45232,0.0
7.5624,9.5089,0.0
4.7901,8.71076,0.1
4.3324,8.63263,0.1
8.2003,10.24333,0.2
5.4427,8.81272,0.0
4.707,8.71098,0.1
7.6591,8.7849,0.0
4.0599,7.88485,0.0
5.3937,8.31749,0.0
4.6192,7.75335,0.1
4.4326,8.48314,0.1
4.1025,8.47975,0.1
10.1475,8.82194,0.0
5.5208,9.32795,0.1
5.0591,8.85137,0.1
4.5057,7.79881,0.0
4.5726,8.36935,0.1
6.2857,8.43071,0.0
4.7326,8.52791,0.1
4.8328,9.31652,0.2
5.289,10.34127,0.1
4.1795,9.2305,0.1
4.8584,9.28627,0.2
5.5493,9.22619,0.2
4.6987,8.15516,0.1
6.0427,9.05414,0.2
4.7778,8.72949,0.1
5.8412,8.30692,0.0
4.3102,8.90561,0.1
4.3691,10.59964,0.2
6.311,9.37554,0.2
4.1147,8.73472,0.1
4.3643,10.85646,1.0
4.6019,7.72648,0.0
4.1802,8.75417,0.1
4.176,8.913,0.1
5.6502,8.63689,0.1
4.0038,10.13754,0.9
6.2121,7.98089,0.0
4.0023,9.69592,0.3
7.0638,8.94852,0.1
5.6694,9.07675,0.2
5.6145,9.00975,0.2
4.6189,8.3759,0.1
4.8726,8.90182,0.1
4.2873,9.00552,0.1
7.453,7.88482,0.0
6.9267,8.75451,0.1
4.3188,8.09396,0.0
7.5767,10.22085,0.7
4.7525,8.35114,0.1
4.0495,7.02551,0.1
7.7824,9.12885,0.1
10.0322,7.97884,0.0
8.8096,8.82953,0.0
5.2378,9.20353,0.0
4.6265,7.67376,0.1
4.5319,9.01558,0.1
4.4181,7.99152,0.0
10.0479,9.1223,0.0
5.0595,8.82709,0.0
4.6376,8.16078,0.1
4.9202,9.58276,0.1
9.6308,8.37445,0.0
7.3657,9.39515,0.1
4.5994,8.42058,0.1
4.2336,8.4249,0.1
5.2485,9.86563,0.4
4.6299,7.7454,0.0
4.674,8.96884,0.0
4.2351,8.27324,0.1
4.009,8.41916,0.1
5.7843,9.23405,0.1
5.8694,9.19434,0.1
4.4487,8.59234,0.1
4.0859,9.1881,0.1
4.5332,8.6793,0.1
4.0953,9.0103,0.1
4.5271,8.69001,0.1
4.0347,9.82453,0.2
10.0011,8.44499,0.0
5.344,8.63619,0.0
7.4267,8.38425,0.0
4.2129,7.51813,0.0
4.5812,8.52321,0.1
4.3952,8.24162,0.0
4.2954,8.48326,0.0
4.713,7.87393,0.1
4.0838,9.25434,0.1
4.4792,8.26604,0.1
6.8138,8.92756,0.1
4.5666,8.90224,0.1
4.7529,8.42774,0.1
4.4036,8.32345,0.2
7.5785,9.25535,0.2
4.6382,8.08264,0.1
4.3256,7.76514,0.1
4.4257,9.15613,0.1
4.3068,7.96199,0.1
4.4171,8.87783,0.1
5.7054,8.94411,0.0
6.861,9.36864,0.2
4.281,8.57578,0.0
4.4864,8.44916,0.1
4.0341,8.38378,0.1
4.4699,6.35947,-999.0
6.0118,8.9745,0.1
5.7729,9.67618,0.3
5.5665,8.68038,0.1
4.6321,7.87388,0.2
4.5157,8.87146,0.1
4.4633,8.93503,0.0
4.3416,9.06902,0.4
4.026,8.51415,0.1
7.4785,8.40157,0.0
4.4806,6.6842,-999.0
4.0328,8.56149,0.1
6.9193,9.04428,0.0
4.2652,8.28459,0.1
7.43,7.76241,0.0
6.0226,8.87561,0.1
4.4741,8.50048,0.1
4.0879,8.43047,0.0
4.0051,9.61458,0.2
4.5302,8.27635,0.1
7.3223,9.58437,0.1
4.628,8.91601,0.0
4.0536,8.63077,0.1
4.6441,8.85277,0.2
6.0776,8.66029,0.0
7.3415,8.40536,0.0
4.3456,7.99705,0.1
9.9502,8.0105,0.0
4.723,8.41136,0.1
4.4707,8.30515,0.1
4.309,8.74431,0.0
9.7528,9.32276,0.1
5.934,9.21238,0.8
4.3402,8.37071,0.2
4.5978,8.55,0.1
4.447,8.34961,0.1
4.5427,8.11095,0.2
10.0198,7.98091,0.0
4.7224,8.50912,0.2
4.5549,10.52693,0.9
4.3354,8.57852,0.1
4.6113,8.0732,0.1
7.6458,8.76474,0.0
4.3416,9.49839,0.3
4.1108,8.04357,0.0
4.2653,8.52321,0.0
4.6327,9.63591,0.1
6.1735,8.84426,0.0
4.4058,8.77623,0.1
4.5629,7.85892,0.1
4.6031,8.29838,0.1
4.8975,8.19212,0.0
4.4276,8.33589,0.1
4.9567,8.15301,0.1
5.3309,8.81248,0.0
7.5749,9.1507,0.0
4.579,9.73323,0.1
4.6193,8.14347,0.0
4.4518,8.80646,0.0
4.7152,8.75752,0.1
4.1181,9.51723,0.1
4.4681,8.49321,0.1
4.5563,8.59928,0.1
6.4677,8.68005,0.0
4.5138,9.66885,0.2
4.8066,9.27252,0.2
4.2349,9.38685,0.4
10.0114,8.02419,0.0
4.2983,8.59583,0.1
5.5499,8.97095,0.0
4.298,8.58232,0.1
5.1777,8.9143,0.1
4.57,8.58399,0.1
4.4138,8.21764,0.1
5.1352,9.37547,0.1
4.6094,8.28285,0.1
4.085,9.03299,0.1
5.6895,8.19426,0.0
5.3498,6.27125,0.3
4.257,8.1499,0.0
4.6421,8.51784,0.0
4.511,8.52707,0.2
4.4065,8.52146,0.0
5.4529,9.65129,0.2
5.7152,9.17534,0.0
5.8265,9.19181,0.1
4.1412,8.73163,0.1
5.7536,8.98801,0.1
4.3659,8.53427,0.1
4.0765,8.73047,0.1
4.1127,9.81855,0.5
4.943,8.10747,0.0
4.5927,8.75909,0.0
5.0149,8.86946,1.2
6.1389,8.72416,0.1
5.3286,7.95723,0.0
4.0258,9.51181,0.2
4.6201,7.9014,0.1
4.4548,9.16087,0.1
8.0389,9.13325,0.2
4.357,8.80369,0.0
5.6857,8.85385,0.1
4.5532,8.91846,0.2
4.3118,8.38143,0.1
4.0836,9.12221,0.0
4.1337,7.59188,0.0
7.1047,8.53896,0.1
4.0792,9.3933,0.2
4.4684,8.81345,0.1
4.5842,7.7743,0.1
8.8351,8.6938,0.0
4.407,8.2524,0.1
5.8808,8.88704,0.2
5.9118,9.16755,0.0
5.6829,8.50864,0.0
7.7325,8.81288,0.1
7.1007,8.74665,0.0
4.6486,7.88775,0.1
4.4132,8.50277,0.1
4.4224,9.63178,0.0
4.3562,7.91635,0.0
4.5184,7.90503,0.0
4.3743,9.31502,0.1
5.0815,9.35659,0.3
4.5726,8.13491,0.1
4.4463,8.33398,0.1
4.0167,8.446,0.0
6.4966,8.86031,0.1
4.4373,8.38804,0.1
7.626,8.6644,0.0
7.997,9.24965,0.0
4.9565,8.2305,0.1
4.0723,8.38946,0.2
4.404,9.1586,0.1
4.5892,8.08417,0.1
6.5303,8.91517,0.1
4.6746,8.11445,0.0
6.3193,9.40294,0.0
4.4261,8.99466,0.3
4.3562,8.26988,0.1
4.9275,9.01961,0.0
4.5951,9.62287,0.2
4.9006,8.37846,0.0
4.6861,8.10451,0.1
4.6829,8.25747,0.2
6.242,8.29017,0.1
5.9014,9.22567,0.1
6.9795,8.891,0.1
7.4776,9.40827,0.0
4.2201,8.99719,0.1
5.2678,8.71331,0.2
7.8517,8.59581,0.0
4.5545,9.42412,0.2
4.6804,8.37905,0.1
4.4289,8.81965,0.1
4.498,8.28368,0.1
4.2895,8.76021,0.0
4.3503,8.28963,0.1
4.8137,7.99423,0.1
6.8002,8.42391,0.1
8.3334,8.66793,0.1
4.469,6.84475,0.0
6.593,9.2085,0.1
8.951,8.55739,0.1
7.3685,8.65908,0.0
4.3676,9.01964,0.1
4.6444,8.26655,0.1
4.4769,7.95243,0.0
4.089,9.58455,0.2
4.0691,8.35354,0.1
4.1752,6.12605,-999.0
4.5373,8.63204,0.1
5.3632,8.60482,0.0
6.8064,8.5578,0.0
5.8227,8.98495,0.1
5.2812,8.58962,0.2
4.2107,8.42118,0.1
6.272,9.60208,0.0
4.2566,8.54467,0.2
5.3248,9.15293,0.2
7.0308,8.7476,0.0
5.8275,8.97612,0.1
5.8904,9.28605,0.1
4.0388,9.35886,0.1
5.6097,9.55757,0.1
7.4907,8.50673,0.0
7.927,9.72049,0.4
4.0791,8.89754,0.1
4.6648,8.0501,0.1
4.3025,8.75957,0.2
4.3077,8.48132,0.1
4.4557,8.1419,0.0
4.6693,8.69966,0.2
4.626,9.15465,0.2
4.3757,8.62787,0.0
5.4024,8.91569,0.0
8.3052,8.93136,0.1
4.2352,9.4823,0.1
6.25,8.70725,0.1
7.1902,8.1884,0.0
7.5133,8.61012,0.0
4.0207,8.31113,0.1
4.5509,8.36296,0.2
4.0893,8.05239,0.0
4.4307,8.1475,0.1
6.7271,8.38223,0.1
4.7076,8.60989,0.1
4.5173,7.76532,0.0
4.053,10.11984,0.2
4.6053,7.59319,0.1
4.2725,8.61727,0.1
4.4042,9.96605,0.1
4.2515,8.41456,0.0
4.4688,8.2731,0.2
5.4499,8.30843,0.1
6.0397,9.33607,0.1
4.5859,8.55726,0.1
4.2361,8.37324,0.0
4.2369,8.22379,0.0
4.8701,8.68105,0.1
7.3799,8.83154,0.1
6.3281,9.03918,0.0
5.2372,8.48797,0.0
5.3358,8.92288,0.0
5.9233,11.14949,0.8
6.0873,9.00971,0.1
5.8819,9.44583,0.1
6.1471,8.91049,0.0
5.5184,8.40206,0.0
4.3895,8.3409,0.1
5.1239,8.28637,0.0
4.3647,8.56727,0.1
6.1491,8.4268,0.1
4.091,7.85855,0.0
4.8148,8.73248,0.2
4.6665,7.8126,0.0
4.2417,9.35407,0.1
4.2719,8.49828,0.0
4.0026,7.95274,0.0
6.4903,9.74998,0.0
4.1248,8.35295,0.1
6.1085,10.11221,0.1
4.6755,8.22738,0.0
7.6685,8.3872,0.0
4.0806,7.96655,0.0
4.8982,8.02259,0.0
4.0541,8.04775,0.0
6.3752,8.87618,0.1
4.176,9.09793,0.2
7.4359,8.07163,0.0
4.6103,8.56699,0.1
7.2266,9.27645,0.0
6.5687,8.86942,0.0
6.8968,8.47062,0.0
4.6616,7.69966,0.1
4.2369,7.59204,0.0
4.421,9.32745,0.1
4.5178,8.5189,0.1
4.5923,8.37702,0.1
7.6241,8.91292,0.0
4.261,7.61712,0.0
8.1386,9.02911,0.0
6.1322,8.72689,0.1
5.44,8.57554,0.1
4.4384,7.39739,0.0
4.5633,7.91133,0.1
4.6898,8.27899,0.1
4.3717,8.15023,0.1
4.9613,8.87198,0.4
4.7679,9.14095,0.1
5.911,9.46388,0.3
7.2422,8.53157,0.0
4.694,8.84393,0.2
5.9681,9.77642,0.2
7.1632,8.52255,0.0
4.177,8.58574,0.1
7.789,9.56168,0.0
5.9287,8.88169,0.0
4.0271,8.73478,0.1
4.6686,7.68579,0.1
6.1162,8.89271,0.1
4.3865,8.39476,0.0
4.5856,8.75,0.1
6.9451,9.09274,0.0
4.0305,8.42995,0.1
4.8454,8.65326,0.0
4.3648,7.47392,0.1
4.3146,9.51835,0.2
4.9663,9.88837,0.3
5.5097,8.5179,0.1
6.192,9.3895,0.1
4.3221,8.11272,0.0
4.6411,7.64568,0.1
4.6183,8.15133,0.1
4.6007,8.25983,0.1
5.7128,8.39105,0.0
4.4993,8.1761,0.1
4.031,8.29144,0.1
4.3974,8.21829,0.0
4.1761,8.40763,0.0
5.2771,8.4457,0.1
4.6915,8.52468,0.1
4.6414,8.82439,0.1
4.998,8.46708,0.1
7.5277,8.64483,0.0
5.9542,9.3322,0.0
4.5659,8.71652,0.2
5.7807,8.44325,0.0
4.0372,8.86981,0.1
4.9634,8.82364,0.1
4.6071,7.97985,0.0
4.836,7.91056,0.0
7.2563,7.99308,0.0
4.9081,7.89612,0.0
4.9717,9.24998,0.1
4.6828,8.12787,0.2
4.9387,7.85157,0.0
4.0389,10.20427,1.0
4.0125,8.19163,0.1
7.0445,8.34815,0.0
7.09,9.01799,0.1
5.3337,10.43535,0.5
4.7793,9.34501,0.1
4.1734,7.48349,0.0
8.3835,10.45923,0.6
4.1373,10.24367,0.4
4.523,8.5305,0.0
5.1042,8.70455,0.0
5.1506,8.95128,0.1
7.9406,9.27886,0.0
7.0061,9.77253,0.2
4.9273,8.412,0.0
6.3423,9.23611,0.1
4.1329,8.56249,0.1
4.6264,8.62451,0.0
4.4144,8.64222,0.1
4.6601,7.8011,0.1
4.621,7.57641,0.1
4.7817,7.94597,0.0
5.7139,8.27797,0.0
5.6353,8.0413,0.0
4.5438,7.78136,0.0
4.0518,8.99516,0.3
8.3437,8.77701,0.1
4.647,8.4095,0.1
4.0273,8.60426,0.0
4.4381,9.01656,0.0
5.3952,8.79961,0.2
5.0979,8.18958,0.1
4.7759,8.70988,0.1
4.6859,8.0409,0.1
7.8522,8.60483,0.1
4.5097,9.12075,0.1
4.318,9.08691,0.2
4.0001,7.97362,0.0
5.6126,8.72433,0.1
6.474,9.43313,0.0
4.6308,8.75666,0.1
4.0009,8.26577,0.1
4.5077,9.29233,0.2
4.4277,10.42986,0.2
8.6207,8.90333,0.1
4.3749,8.10128,0.0
5.8917,9.80941,0.1
4.4451,8.19956,0.1
4.2487,8.58647,0.1
4.5905,8.36935,0.0
4.9889,9.06485,0.2
8.2767,9.90556,0.4
4.4183,8.10098,0.1
4.969,8.12615,0.1
5.3882,8.84016,0.0
4.1896,9.27446,0.2
4.0583,8.52198,0.1
4.5628,8.42174,0.1
4.5005,8.11285,0.1
4.0609,8.91455,0.2
6.2745,8.807,0.1
6.0139,8.796,0.0
4.3827,8.49697,0.2
4.1589,8.66035,0.2
5.4296,8.80674,0.2
4.3865,8.67226,0.0
8.5763,10.06204,0.1
7.5625,8.82392,0.0
4.6081,7.9064,-999.0
4.1534,8.0425,0.1
6.2417,9.01993,0.0
4.1135,8.95911,0.1
4.5941,8.55439,0.1
4.2409,8.64884,0.1
4.3727,8.52731,0.1
4.3585,8.81971,0.0
4.0617,8.61486,0.1
10.0466,7.93977,0.0
4.3855,9.21501,0.0
7.255,7.80582,0.0
8.5938,8.68922,0.0
4.2415,8.29641,0.1
7.0017,9.27909,0.0
4.5293,7.99228,0.1
4.786,9.05082,0.1
6.0315,9.29958,0.1
4.1382,9.25145,0.3
7.0784,8.95126,0.1
4.4861,8.29987,0.0
4.9577,8.17775,0.1
5.1873,9.30014,0.1
4.0071,8.74694,0.1
4.1848,8.63918,0.0
4.7423,8.5996,0.1
6.3263,10.5,0.0
4.9256,7.98152,0.0
5.1175,9.14315,0.0
5.4703,8.90405,0.1
4.3794,8.21577,0.1
4.6133,8.70436,0.2
5.6744,8.60078,0.3
4.0744,8.59377,0.1
7.2159,8.96064,0.1
5.192,8.85277,0.0
4.6531,7.70197,0.1
4.1609,9.21754,0.1
4.1819,8.35666,0.0
5.8375,8.57272,1.2
4.4723,8.02808,0.0
5.4893,9.81661,0.1
4.3164,9.90659,0.0
5.9377,9.03086,0.0
4.2715,9.07991,0.0
4.2796,8.22474,0.0
4.0276,7.97021,0.1
6.4321,8.88259,0.0
4.2735,8.32523,0.1
4.6826,8.23959,0.3
4.3295,8.48347,0.2
7.5071,7.90669,0.0
6.3539,8.59344,0.0
4.3978,7.9598,0.0
5.5085,8.86116,0.0
4.7924,8.56066,0.1
4.6189,8.48978,0.1
7.3662,9.61908,0.0
4.6783,8.65522,0.0
