ID,z_phot,z_best,MUV,z_spec,log_Mstar,log_Mhalo,t_cosmic_Gyr,t_stellar_Gyr,age_excess_Gyr,age_ratio,source
6347,8.84,8.84,-20.53476154098282,,8.64541173196684,10.72941173196684,0.5573613015562991,0.25275005947296336,-0.3046112420833358,0.45347615409828207,JADES-GOODS-S
6802,12.05,12.05,-17.835214531673486,,7.234726902544907,9.639726902544908,0.36458526633645216,0.06690921788147051,-0.29767604845498163,0.18352145316734858,JADES-GOODS-S
7390,8.92,8.92,-19.19214260083057,,8.004467735394522,10.096467735394523,0.5506215536535398,0.17576625183529807,-0.3748553018182418,0.31921426008305714,JADES-GOODS-S
7423,8.81,8.81,-18.088374688445224,,7.484577977011481,9.56557797701148,0.5599241427863793,0.1169331407244464,-0.44299100206193287,0.20883746884452242,JADES-GOODS-S
7646,12.46,12.46,-16.70465647947119,,6.681311827748814,9.127311827748814,0.3480076171037037,0.03480076171037037,-0.3132068553933333,0.1,JADES-GOODS-S
7699,8.49,8.49,-18.86004763061137,,7.863922624540401,9.912922624540402,0.5885275329321978,0.16832167761122868,-0.42020585532096916,0.28600476306113687,JADES-GOODS-S
8047,8.84,8.84,-17.640658492501736,,7.270712783938325,9.354712783938325,0.5573613015562991,0.09144395527901629,-0.4659173462772829,0.16406584925017353,JADES-GOODS-S
8428,9.11,9.11,-18.233730188232887,,7.541621839410621,9.652621839410621,0.5351465424750276,0.11953729870549216,-0.4156092437695354,0.22337301882328864,JADES-GOODS-S
9084,9.37,9.37,-17.783107357062995,,7.3171759946049235,9.454175994604924,0.5151114509300722,0.09184990178608057,-0.4232615491439916,0.17831073570629952,JADES-GOODS-S
9796,8.56,8.56,-17.819538534141444,,7.366880803717185,9.422880803717185,0.5820659031576711,0.10590913402052242,-0.4761567691371487,0.18195385341414433,JADES-GOODS-S
10252,8.57,8.57,-18.113630997051704,,7.50617472359956,9.56317472359956,0.5811524413697128,0.12283418140912977,-0.458318259960583,0.21136309970517037,JADES-GOODS-S
10996,8.9,8.9,-18.634089890452863,,7.74019269796511,9.83019269796511,0.5522937412226996,0.14547913603151028,-0.4068146051911893,0.2634089890452863,JADES-GOODS-S
12541,8.55,8.55,-17.655996916826837,,7.289598535492748,9.344598535492748,0.5829817543881288,0.09654159878330412,-0.4864401556048247,0.16559969168268363,JADES-GOODS-S
12702,10.78,10.78,-17.761422571117734,,7.2504757212809245,9.528475721280925,0.4252776503048709,0.07490936522389142,-0.3503682850809795,0.1761422571117734,JADES-GOODS-S
13405,8.21,8.21,-20.930632969831063,,8.858650660669756,10.879650660669757,0.615607404695766,0.30353341660650773,-0.3120739880892583,0.4930632969831062,JADES-GOODS-S
13558,9.57,9.57,-17.715816560958917,,7.277212866455486,9.434212866455486,0.5005332869922587,0.08588233031325197,-0.41465095667900675,0.17158165609589165,JADES-GOODS-S
13731,12.35,12.35,,,,,0.3523304819456599,,,,JADES-GOODS-S
15355,8.75,8.75,-18.77569885058646,,7.813456954028568,9.888456954028568,0.5651089898422056,0.15685723735610846,-0.40825175248609713,0.2775698850586458,JADES-GOODS-S
17264,8.22,8.22,-19.194579160051827,,8.033625101024619,10.055625101024619,0.6146048239433161,0.19634037622366396,-0.4182644477196521,0.3194579160051827,JADES-GOODS-S
18044,14.31,14.31,-15.609989413416686,,6.087344971372927,8.718344971372927,0.28669650319843293,0.028669650319843296,-0.2580268528785896,0.1,JADES-GOODS-S
18239,10.39,10.39,-17.608975170707872,,7.1936632060862395,9.43266320608624,0.44735933914839654,0.07197900690740519,-0.3753803322409913,0.16089751707078714,JADES-GOODS-S
20133,9.61,9.61,-16.452822817877518,,6.675690838491821,8.83669083849182,0.49769986328403243,0.049769986328403244,-0.4479298769556292,0.1,JADES-GOODS-S
21406,9.65,9.65,-18.08789577279223,,7.45075049207631,9.615750492076309,0.49489300467579256,0.10332850124470325,-0.3915645034310893,0.20878957727922298,JADES-GOODS-S
21468,9.06,9.06,-19.2456210952934,,8.024270020264366,10.130270020264366,0.5391481821209018,0.17498707133806876,-0.364161110782833,0.32456210952934017,JADES-GOODS-S
22015,8.64,8.64,-18.745484456567592,,7.803505116869607,9.867505116869607,0.5748243868267768,0.15781714192889126,-0.41700724489788554,0.2745484456567592,JADES-GOODS-S
22980,10.66,10.66,-18.25225162949349,,7.488419524009408,9.754419524009407,0.4318756194585434,0.09726925676640147,-0.33460636269214195,0.22522516294934897,JADES-GOODS-S
25526,8.28,8.28,-19.939492685381207,,8.385059025556075,10.413059025556075,0.6086459247365098,0.23977561684865611,-0.3688703078878537,0.39394926853812073,JADES-GOODS-S
27503,8.27,8.27,-20.22133197716301,,8.51933268915243,10.546332689152429,0.6096323889799649,0.25734606979154045,-0.3522863191884244,0.42213319771630103,JADES-GOODS-S
28799,8.55,8.55,-19.582814683111202,,8.204836974477821,10.259836974477821,0.5829817543881288,0.2088715589607716,-0.37411019542735724,0.3582814683111202,JADES-GOODS-S
30333,8.51,8.51,-19.85612272344127,,8.336258293634604,10.387258293634604,0.5866692293443322,0.22622685464184575,-0.3604423747024864,0.38561227234412704,JADES-GOODS-S
30517,9.62,9.62,-18.654996344178304,,7.721323263484695,9.883323263484694,0.49699567181127835,0.13195216917313843,-0.3650435026381399,0.2654996344178304,JADES-GOODS-S
30865,9.04,9.04,-17.887427066406506,,7.379927856543091,9.48392785654309,0.5407627874512401,0.10206503215408988,-0.43869775529715016,0.18874270664065057,JADES-GOODS-S
30902,11.01,11.01,-18.362801043806904,,7.526930495808281,9.827930495808282,0.4130902677970689,0.0976050115937388,-0.3154852562033301,0.23628010438069041,JADES-GOODS-S
32011,8.57,8.57,-18.22985353874585,,7.56138043090428,9.61838043090428,0.5811524413697128,0.12958848279390442,-0.45156395857580833,0.222985353874585,JADES-GOODS-S
32344,9.92,9.92,-17.605310078474286,,7.210722287275286,9.402722287275285,0.4766156996734415,0.0765115986244849,-0.40010410104895655,0.16053100784742858,JADES-GOODS-S
34422,14.29,14.29,,,,,0.28726117390574674,,,,JADES-GOODS-S
37142,10.71,10.71,-19.773837424932825,,8.209172776843092,10.48017277684309,0.4291059248949511,0.16193759986289807,-0.267168325032053,0.3773837424932826,JADES-GOODS-S
37458,8.53,8.53,-19.717395490555507,,8.269562858013867,10.322562858013868,0.5848206602157591,0.21740096850697574,-0.3674196917087833,0.37173954905555073,JADES-GOODS-S
37677,8.54,8.54,-20.87110312905121,,8.817173986299327,10.871173986299327,0.5839000038105934,0.2844237135614795,-0.2994762902491139,0.487110312905121,JADES-GOODS-S
37925,9.21,9.21,-19.495597052430657,,8.137008599904561,10.258008599904562,0.5272898286396347,0.18431927707693732,-0.3429705515626974,0.3495597052430657,JADES-GOODS-S
37968,10.74,10.74,-17.725278205322844,,7.234907147528351,9.508907147528351,0.4274582491588226,0.07374844009591787,-0.3537098090629047,0.17252782053228444,JADES-GOODS-S
38552,9.91,9.91,-18.861100677266407,,7.807622821701544,9.998622821701545,0.47727252014529603,0.13655247306283513,-0.3407200470824609,0.2861100677266407,JADES-GOODS-S
40324,8.42,8.42,-19.505653800981356,,8.173385555466144,10.215385555466144,0.5951092976177251,0.20862471711929234,-0.3864845804984328,0.35056538009813565,JADES-GOODS-S
41518,8.55,8.55,-18.069881662875538,,7.486193789865881,9.541193789865881,0.5829817543881288,0.12067032431989985,-0.46231143006822895,0.2069881662875538,JADES-GOODS-S
42645,8.74,8.74,-19.634419395682674,,8.22174921294927,10.29574921294927,0.5659808922539318,0.2057011932393475,-0.3602796990145843,0.3634419395682673,JADES-GOODS-S
43071,9.95,9.95,-18.09676216130933,,7.442962026621931,9.637962026621931,0.4746542269719226,0.0995237022820257,-0.37513052468989694,0.20967621613093285,JADES-GOODS-S
43290,8.33,8.33,-19.28140953542791,,8.070469529328257,10.103469529328256,0.603753167361566,0.19811614004250444,-0.4056370273190616,0.3281409535427908,JADES-GOODS-S
46349,10.6,10.6,-18.023461159870106,,7.382144050938301,9.6421440509383,0.4352386882765091,0.08806885810003284,-0.34716983017647624,0.20234611598701058,JADES-GOODS-S
47586,8.93,8.93,-19.072529802521245,,7.947251656197592,10.040251656197592,0.5497886136005781,0.16892419003746134,-0.3808644235631167,0.30725298025212455,JADES-GOODS-S
48659,8.74,8.74,-17.584510499759823,,7.248042487385916,9.322042487385916,0.5659808922539318,0.08968026664397877,-0.476300625609953,0.15845104997598225,JADES-GOODS-S
50575,8.51,8.51,-18.202608950106697,,7.5508392513006815,9.601839251300682,0.5866692293443322,0.12922028953060247,-0.4574489398137297,0.22026089501066973,JADES-GOODS-S
50671,8.59,8.59,-17.899316544408563,,7.403575358594068,9.46257535859407,0.5793326513277938,0.11003360893829561,-0.46929904238949816,0.1899316544408563,JADES-GOODS-S
51361,21.99,21.99,-14.908092258945782,,5.446743822999246,8.845743822999246,0.15538448657787338,0.015538448657787338,-0.13984603792008604,0.1,JADES-GOODS-S
51718,8.02,8.02,-19.13935889037121,,8.015395472926325,10.017395472926324,0.6351856258446907,0.19940756415315303,-0.4357780616915377,0.3139358890371209,JADES-GOODS-S
52752,8.55,8.55,-18.42666610931765,,7.655666401925885,9.710666401925884,0.5829817543881288,0.14147020657242187,-0.44151154781570695,0.24266661093176506,JADES-GOODS-S
53158,11.95,11.95,-17.315562915532237,,6.991892384877813,9.386892384877813,0.3688284319544851,0.04852170072732254,-0.3203067312271626,0.13155629155322363,JADES-GOODS-S
53736,8.1,8.1,-17.86625165138023,,7.40746953440561,9.41746953440561,0.6268177339227093,0.11697996310476708,-0.5098377708179422,0.18662516513802313,JADES-GOODS-S
54966,10.75,10.75,-18.329168774889403,,7.521355168072468,9.796355168072468,0.42691135971827593,0.09943486087013863,-0.3274764988481373,0.23291687748894038,JADES-GOODS-S
55320,10.6,10.6,-18.609005572609526,,7.660277646989525,9.920277646989526,0.4352386882765091,0.11355401631286724,-0.3216846719636418,0.26090055726095257,JADES-GOODS-S
57250,8.46,8.46,-19.876616569609215,,8.347992870564378,10.393992870564379,0.591333397745461,0.22923728478633706,-0.3620961129591239,0.38766165696092153,JADES-GOODS-S
57378,8.47,8.47,-19.833504916197413,,8.327114835193772,10.374114835193772,0.5903956428120336,0.22632845992214626,-0.3640671828898874,0.3833504916197413,JADES-GOODS-S
57765,8.74,8.74,-18.78132698264184,,7.816530316754874,9.890530316754873,0.5659808922539318,0.1574177927285564,-0.4085630995253754,0.27813269826418396,JADES-GOODS-S
58185,10.03,10.03,-17.37718962191625,,7.09796507041022,9.30096507041022,0.4694887157665221,0.06465749869604429,-0.40483121707047787,0.1377189621916251,JADES-GOODS-S
58589,8.03,8.03,-19.081235749400392,,7.987386980965187,9.990386980965187,0.6341295116431204,0.19539025210245944,-0.43873925954066095,0.30812357494003917,JADES-GOODS-S
59881,8.92,8.92,-17.346262742848957,,7.127674802853255,9.219674802853255,0.5506215536535398,0.07412812830933684,-0.47649342534420297,0.13462627428489565,JADES-GOODS-S
60936,14.74,14.74,-13.434317623774142,,5.036700871292718,7.710700871292717,0.27498810378548905,0.027498810378548906,-0.24748929340694015,0.1,JADES-GOODS-S
61019,8.69,8.69,-17.298441752024296,,7.114159832211541,9.18315983221154,0.5703741468141834,0.07405976064987708,-0.49631438616430634,0.12984417520242952,JADES-GOODS-S
61416,9.86,9.86,-19.00541638583683,,7.878172783272495,10.064172783272495,0.48057931142710847,0.14443409372572133,-0.33614521770138717,0.3005416385836831,JADES-GOODS-S
62446,8.52,8.52,-19.745559635831086,,8.283340827019767,10.335340827019767,0.5857437324357447,0.2193938081152369,-0.36634992432050784,0.37455596358310855,JADES-GOODS-S
62600,8.27,8.27,-20.064363188666274,,8.44477251461648,10.471772514616479,0.6096323889799649,0.24777674403888483,-0.36185564494108,0.4064363188666274,JADES-GOODS-S
62850,9.28,9.28,-18.03209330237023,,7.439044318625861,9.567044318625861,0.5219035115631087,0.10605566303308978,-0.4158478485300189,0.20320933023702314,JADES-GOODS-S
63212,10.4,10.4,-18.30591324506136,,7.524308791404148,9.764308791404147,0.4467694942149087,0.10302116941995233,-0.3437483247949564,0.23059132450613617,JADES-GOODS-S
64312,10.64,10.64,-17.370417496177865,,7.070348310684486,9.334348310684486,0.4329918288491264,0.059337957795689435,-0.37365387105343695,0.13704174961778648,JADES-GOODS-S
65369,8.39,8.39,-19.210379698029453,,8.03433035656399,10.07333035656399,0.5979676059469302,0.19197030622113004,-0.4059972997258002,0.32103796980294524,JADES-GOODS-S
66229,8.02,8.02,-16.82013595656088,,6.913764579366418,8.915764579366417,0.6351856258446907,0.06351856258446907,-0.5716670632602217,0.09999999999999999,JADES-GOODS-S
66293,8.04,8.04,-19.304382179245067,,8.092981535141407,10.096981535141406,0.6330763134243875,0.20919260881817106,-0.4238837046062165,0.33043821792450667,JADES-GOODS-S
67832,8.51,8.51,-18.506964579352964,,7.695408175192659,9.74640817519266,0.5866692293443322,0.14707589777625413,-0.43959333156807806,0.2506964579352964,JADES-GOODS-S
68367,9.75,9.75,-17.194849171755273,,7.022553356583755,9.197553356583754,0.4879898171217433,0.058307422881292176,-0.42968239424045107,0.11948491717552723,JADES-GOODS-S
68544,11.61,11.61,-16.854091502580555,,6.786293463725764,9.147293463725763,0.38388769480515467,0.03838876948051547,-0.3454989253246392,0.1,JADES-GOODS-S
69282,10.29,10.29,-17.964549518890173,,7.366561021472833,9.595561021472832,0.4533297135955244,0.08905886707427073,-0.36427084652125363,0.1964549518890173,JADES-GOODS-S
71397,9.4,9.4,-18.058108006147414,,7.446601302920022,9.586601302920021,0.5128800241245633,0.10555624838438427,-0.4073237757401791,0.20581080061474138,JADES-GOODS-S
72692,10.77,10.77,-17.601683437918766,,7.174999633011414,9.451999633011415,0.42582106373620077,0.06820305453032238,-0.3576180092058784,0.16016834379187656,JADES-GOODS-S
73218,10.6,10.6,-17.929193515761476,,7.337366919986701,9.597366919986701,0.4352386882765091,0.08396596552315716,-0.3512727227533519,0.1929193515761476,JADES-GOODS-S
73568,10.46,10.46,-19.372966437148843,,8.0287590576457,10.274759057645701,0.4432574127172535,0.14950923761127288,-0.2937481751059806,0.3372966437148843,JADES-GOODS-S
73878,8.61,8.61,-18.295449243219878,,7.590938390529442,9.651938390529441,0.5775223150811617,0.13256731610956443,-0.4449549989715973,0.22954492432198775,JADES-GOODS-S
74301,9.87,9.87,-17.97362625939012,,7.387672473210307,9.574672473210306,0.47991491176389117,0.09471726721301077,-0.3851976445508804,0.19736262593901194,JADES-GOODS-S
74342,9.29,9.29,-18.61360766137801,,7.7148636391545535,9.843863639154554,0.5211415049334915,0.13620594299562383,-0.3849355619378677,0.2613607661378008,JADES-GOODS-S
74794,8.48,8.48,-18.556987851773012,,7.720369229592181,9.768369229592182,0.589460357569523,0.15072429734070464,-0.43873606022881834,0.25569878517730127,JADES-GOODS-S
75654,10.79,10.79,-19.084214905180417,,7.878402079960699,10.157402079960699,0.42473538867535027,0.1309975216510113,-0.29373786702433896,0.30842149051804174,JADES-GOODS-S
75935,11.71,11.71,-10.697019997081831,,3.8576844986138705,6.2286844986138705,0.379353859861747,0.037935385986174706,-0.34141847387557234,0.1,JADES-GOODS-S
76576,9.62,9.62,-19.51064044620175,,8.127754211945831,10.28975421194583,0.49699567181127835,0.17447731070478856,-0.3225183611064898,0.35106404462017515,JADES-GOODS-S
77159,9.26,9.26,-20.04363320148445,,8.395325770705114,10.521325770705113,0.5234330934640663,0.2116571435487012,-0.3117759499153651,0.404363320148445,JADES-GOODS-S
78233,9.21,9.21,-17.844055123061572,,7.3525261834542475,9.473526183454247,0.5272898286396347,0.09723515098411768,-0.430054677655517,0.1844055123061572,JADES-GOODS-S
78696,10.68,10.68,-17.60629842797917,,7.180791753290106,9.448791753290106,0.43076418521217924,0.06919358335360512,-0.36157060185857415,0.16062984279791692,JADES-GOODS-S
81400,16.49,16.49,-15.850916087654968,,6.11458514163611,8.96358514163611,0.2346239751077355,0.02346239751077355,-0.21116157759696194,0.1,JADES-GOODS-S
82060,8.18,8.18,-19.519470972116796,,8.189548711755478,10.207548711755479,0.6186315193022377,0.2177255674620737,-0.400905951840164,0.3519470972116796,JADES-GOODS-S
82298,8.92,8.92,-17.158966470637026,,7.038709073552588,9.130709073552588,0.5506215536535398,0.06381519186945186,-0.486806361784088,0.11589664706370256,JADES-GOODS-S
83087,9.24,9.24,-19.503536064941045,,8.139579630846997,10.263579630846998,0.5249701424641379,0.18392518271403455,-0.3410449597501033,0.3503536064941045,JADES-GOODS-S
83496,10.24,10.24,-17.59689843822978,,7.1939267581591455,9.417926758159146,0.45636475520188086,0.0728768164844999,-0.38348793871738096,0.1596898438229779,JADES-GOODS-S
84568,9.25,9.25,-18.586195159810032,,7.703442700909766,9.828442700909765,0.5242006813945767,0.13556852649917747,-0.38863215489539915,0.2586195159810032,JADES-GOODS-S
85641,8.64,8.64,-17.706185370791804,,7.309838051126107,9.373838051126107,0.5748243868267768,0.09807569595782156,-0.47674869086895527,0.1706185370791804,JADES-GOODS-S
86029,11.27,11.27,-19.179173694264932,,7.9043075047758435,10.231307504775843,0.39999733656836134,0.12716610101941705,-0.2728312355489443,0.3179173694264932,JADES-GOODS-S
87674,9.02,9.02,-18.695288709695486,,7.764462137105356,9.866462137105357,0.5423854473371681,0.14618853725110048,-0.3961969100860676,0.2695288709695486,JADES-GOODS-S
87722,9.08,9.08,-19.216131117090832,,8.009462280618145,10.117462280618145,0.537541575541336,0.17288041878285226,-0.3646611567584837,0.3216131117090832,JADES-GOODS-S
87826,8.86,8.86,-18.125327050393096,,7.500130348936722,9.586130348936722,0.5556635549290505,0.1180966784208301,-0.4375668765082204,0.2125327050393096,JADES-GOODS-S
88172,8.54,8.54,-19.051254694474085,,7.952745979875191,10.006745979875191,0.5839000038105934,0.17816276277305093,-0.40573724103754244,0.30512546944740854,JADES-GOODS-S
88357,9.91,9.91,-18.889060956828438,,7.820903954493509,10.011903954493508,0.47727252014529603,0.13788694037188887,-0.33938557977340716,0.28890609568284376,JADES-GOODS-S
88577,9.94,9.94,-17.94286868993317,,7.370262627718257,9.564262627718257,0.47530655787243187,0.09234582294102564,-0.38296073493140625,0.19428686899331704,JADES-GOODS-S
88792,8.34,8.34,-18.083080754929437,,7.5008633585914835,9.534863358591483,0.6027824596745396,0.12556445411570627,-0.4772180055588333,0.20830807549294367,JADES-GOODS-S
89110,8.82,8.82,-18.58171039172993,,7.718512436071718,9.800512436071717,0.5590676892776548,0.14433508630885616,-0.41473260296879866,0.2581710391729931,JADES-GOODS-S
90359,8.01,8.01,-18.30681916994905,,7.620339105725799,9.621339105725799,0.6362446673297534,0.14677013953741316,-0.48947452779234024,0.2306819169949051,JADES-GOODS-S
90423,8.43,8.43,-17.337095422772393,,7.1429203258168865,9.185920325816888,0.594161572196986,0.07944507185718383,-0.5147165003398021,0.13370954227723925,JADES-GOODS-S
90985,8.94,8.94,-17.565289254464577,,7.230912395870674,9.324912395870674,0.5489577661862378,0.08592776925661957,-0.4630299969296182,0.1565289254464577,JADES-GOODS-S
91254,8.86,8.86,-18.70366155287328,,7.77483923761481,9.86083923761481,0.5556635549290505,0.15023261897945647,-0.405430935949594,0.27036615528732816,JADES-GOODS-S
91748,8.39,8.39,-17.880860589994136,,7.402808780247215,9.441808780247214,0.5979676059469302,0.1124693704118724,-0.48549823553505783,0.18808605899941355,JADES-GOODS-S
92415,19.16,19.16,-18.46759584270564,,7.2507080252851805,10.366708025285181,0.18941487201278942,0.046739935072538034,-0.14267493694025138,0.24675958427056416,JADES-GOODS-S
92420,9.94,9.94,-18.237171244716595,,7.510056341240384,9.704056341240385,0.47530655787243187,0.10633421636974288,-0.368972341502689,0.22371712447165953,JADES-GOODS-S
93282,9.29,9.29,-17.673849749563182,,7.268478631042511,9.39747863104251,0.5211415049334915,0.08723125775199043,-0.4339102471815011,0.16738497495631816,JADES-GOODS-S
94193,11.19,11.19,-18.710793170091065,,7.685026755793256,10.004026755793255,0.4039516320379119,0.10950293251755108,-0.2944486995203608,0.27107931700910654,JADES-GOODS-S
94787,9.44,9.44,-18.43829181094113,,7.625588610197037,9.769588610197037,0.5099296867712214,0.1243357379410045,-0.3855939488302169,0.24382918109411306,JADES-GOODS-S
95213,11.1,11.1,-17.625414872222372,,7.173072064305627,9.483072064305627,0.4084784720521188,0.06639469834561842,-0.34208377370650034,0.16254148722223716,JADES-GOODS-S
95630,8.1,8.1,-18.601683859501673,,7.756799833263294,9.766799833263294,0.6268177339227093,0.1630781581196127,-0.46373957580309666,0.2601683859501673,JADES-GOODS-S
96216,15.19,15.19,-16.704813709205457,,6.572186511872592,9.291186511872592,0.2635622654979418,0.026356226549794182,-0.23720603894814762,0.1,JADES-GOODS-S
96305,18.9,18.9,-17.315669711474126,,6.71394311295021,9.80394311295021,0.19315681683585836,0.02541305734756943,-0.16774375948828893,0.13156697114741256,JADES-GOODS-S
98204,9.52,9.52,-18.126211920198614,,7.474150662094342,9.626150662094343,0.5041129621263881,0.10718509891997587,-0.39692786320641227,0.21262119201986135,JADES-GOODS-S
98927,8.54,8.54,-17.732696869418632,,7.326431012973851,9.380431012973851,0.5839000038105934,0.10117217086561422,-0.4827278329449791,0.17326968694186318,JADES-GOODS-S
99067,8.96,8.96,-18.58305502371152,,7.713551136262971,9.809551136262971,0.5473023199256312,0.1413712006972871,-0.4059311192283441,0.25830550237115196,JADES-GOODS-S
99452,10.74,10.74,-17.612031771088205,,7.181115091266897,9.455115091266897,0.4274582491588226,0.06890762784577599,-0.3585506213130466,0.16120317710882048,JADES-GOODS-S
99855,10.15,10.15,-18.178926544017248,,7.473990108408193,9.688990108408193,0.461913689837529,0.1006475999831942,-0.36126608985433484,0.21789265440172478,JADES-GOODS-S
99915,8.84,8.84,-18.81922643313426,,7.830532555738775,9.914532555738775,0.5573613015562991,0.15713277141536344,-0.40022853014093573,0.2819226433134261,JADES-GOODS-S
100173,8.34,8.34,-18.062059762402285,,7.490878387141086,9.524878387141086,0.6027824596745396,0.12429734555767458,-0.478485114116865,0.20620597624022846,JADES-GOODS-S
100293,9.2,9.2,-17.725066364129084,,7.296406522961315,9.416406522961315,0.5280668465390527,0.09109503549762346,-0.43697181104142924,0.17250663641290842,JADES-GOODS-S
100936,10.73,10.73,-18.06745491413129,,7.397841084212363,9.670841084212363,0.42800630418090346,0.08848837368579802,-0.3395179304951054,0.20674549141312892,JADES-GOODS-S
101510,8.94,8.94,-18.080492571528005,,7.475633971475802,9.569633971475803,0.5489577661862378,0.11421025546330751,-0.4347475107229303,0.20804925715280048,JADES-GOODS-S
101813,8.04,8.04,-17.521831513880073,,7.246269969093035,9.250269969093035,0.6330763134243875,0.09634354844602513,-0.5367327649783624,0.1521831513880073,JADES-GOODS-S
101868,8.03,8.03,-20.2524485247024,,8.543713049233641,10.546713049233642,0.6341295116431204,0.26966031062570417,-0.3644692010174162,0.4252448524702402,JADES-GOODS-S
101928,10.15,10.15,-18.00972365320005,,7.3936187352700244,9.608618735270024,0.461913689837529,0.09283188682033941,-0.3690818030171896,0.20097236532000512,JADES-GOODS-S
102618,8.04,8.04,-17.58415546003053,,7.275873843514502,9.279873843514501,0.6330763134243875,0.10028912985272424,-0.5327871835716633,0.15841554600305296,JADES-GOODS-S
103937,10.81,10.81,-18.31748265053932,,7.513404259006176,9.794404259006177,0.42365430718597274,0.09818115067297466,-0.3254731565129981,0.2317482650539318,JADES-GOODS-S
104636,9.23,9.23,-17.999221039571193,,7.4254299937963175,9.548429993796319,0.5257414830719315,0.10510734343327675,-0.4206341396386547,0.1999221039571193,JADES-GOODS-S
104689,8.28,8.28,-17.04211105701701,,7.0088027520830805,9.03680275208308,0.6086459247365098,0.06342766479762597,-0.5452182599388838,0.104211105701701,JADES-GOODS-S
105210,13.43,13.43,,,,,0.31341216726610666,,,,JADES-GOODS-S
106312,9.19,9.19,-17.791225392100586,,7.328232061247778,9.447232061247778,0.5288457698560237,0.09472819714710921,-0.4341175727089145,0.17912253921005855,JADES-GOODS-S
106396,11.07,11.07,-18.250069875644193,,7.470983190930992,9.777983190930993,0.4100061883521237,0.09225425732388128,-0.31775193102824245,0.22500698756441934,JADES-GOODS-S
106466,11.86,11.86,-18.42639635454573,,7.523138268409222,9.909138268409222,0.3727179400719717,0.0904361451064426,-0.2822817949655291,0.242639635454573,JADES-GOODS-S
107324,9.43,9.43,-19.18037229542646,,7.978476840327568,10.121476840327567,0.5106646212945445,0.16241036138196135,-0.34825425991258313,0.31803722954264585,JADES-GOODS-S
107441,14.11,14.11,-14.213994288267477,,5.432247286927052,8.043247286927052,0.2924275058255017,0.029242750582550173,-0.26318475524295154,0.1,JADES-GOODS-S
107967,10.56,10.56,-19.555028464593082,,8.111238520681713,10.367238520681713,0.4375049961615733,0.155534271475608,-0.2819707246859653,0.3555028464593082,JADES-GOODS-S
108446,10.73,10.73,-17.795597242005734,,7.2687086899527245,9.541708689952724,0.42800630418090346,0.07685269393482971,-0.3511536102460737,0.1795597242005733,JADES-GOODS-S
109093,8.36,8.36,-17.22370227666206,,7.091858581414479,9.127858581414479,0.6008488101028153,0.07352600568525047,-0.5273228044175648,0.12237022766620598,JADES-GOODS-S
109264,8.8,8.8,-18.880606038010768,,7.861287868055115,9.941287868055115,0.5607827797244148,0.16153942612866118,-0.39924335359575364,0.2880606038010768,JADES-GOODS-S
109791,11.6,11.6,-16.963798682350657,,6.838804374116562,9.198804374116563,0.3843460298486437,0.03843460298486437,-0.3459114268637793,0.1,JADES-GOODS-S
110306,9.29,9.29,-18.19502206684587,,7.516035481751787,9.645035481751787,0.5211415049334915,0.11439171032782794,-0.40674979460566363,0.21950220668458692,JADES-GOODS-S
110748,8.5,8.5,-18.57727365126156,,7.729204984349241,9.779204984349242,0.5875971598572068,0.1514398677656106,-0.43615729209159626,0.257727365126156,JADES-GOODS-S
111428,8.52,8.52,-17.95332424745464,,7.432029017540954,9.484029017540953,0.5857437324357447,0.1144147435361322,-0.47132898889961256,0.1953324247454638,JADES-GOODS-S
111742,8.47,8.47,-18.607695695467456,,7.744855455347041,9.791855455347042,0.5903956428120336,0.15395721763836814,-0.4364384251736655,0.26076956954674557,JADES-GOODS-S
111790,8.91,8.91,-18.1644583678587,,7.5167177247328825,9.607717724732883,0.5514565937236039,0.11936048387959099,-0.4320961098440129,0.21644583678586998,JADES-GOODS-S
113033,9.08,9.08,-17.19162752207589,,7.047823072986048,9.155823072986047,0.537541575541336,0.06405493356750923,-0.4734866419738267,0.11916275220758905,JADES-GOODS-S
113702,8.44,8.44,-18.883880867698142,,7.877243412156618,9.921243412156619,0.5932163532438834,0.17107652915256982,-0.4221398240913136,0.2883880867698142,JADES-GOODS-S
113716,8.56,8.56,-17.574526512899386,,7.250500093627208,9.306500093627207,0.5820659031576711,0.09164781967764796,-0.4904180834800232,0.15745265128993857,JADES-GOODS-S
113958,8.23,8.23,-17.457862392961452,,7.208284636656691,9.23128463665669,0.6136049547187531,0.08945515876192849,-0.5241497959568246,0.1457862392961452,JADES-GOODS-S
114006,9.18,9.18,-16.831195296323195,,6.872617765753518,8.990617765753518,0.5296266051317874,0.052962660513178744,-0.4766639446186086,0.1,JADES-GOODS-S
114127,9.54,9.54,-18.06095381355029,,7.442353061436389,9.596353061436389,0.5026760002375557,0.10359920196697975,-0.3990767982705759,0.20609538135502914,JADES-GOODS-S
114324,8.55,8.55,-19.23224235814616,,8.038315120119426,10.093315120119426,0.5829817543881288,0.18843383205596703,-0.3945479223321618,0.3232242358146159,JADES-GOODS-S
114654,9.45,9.45,-19.426170248777616,,8.094430868169368,10.239430868169368,0.5091965089490771,0.1744593929742753,-0.3347371159748018,0.3426170248777616,JADES-GOODS-S
114716,8.37,8.37,-18.033611729752252,,7.47616557163232,9.513165571632321,0.5998858489315374,0.1219934898899562,-0.4778923590415812,0.2033611729752252,JADES-GOODS-S
