id,ra,dec,z_spec,z_phot,z_16,z_84,log_Mstar,log_Mstar_16,log_Mstar_84,mwa,mwa_16,mwa_84,met,met_16,met_84,dust,dust_16,dust_84,sfr100,ssfr100,sfr10,ssfr10,chi2,use_phot,log_Mh,log_Mh_simple,t_cosmic,age_ratio,log_ssfr,alpha_z,gamma_t,t_eff,n_ml,ml_bias,log_Mstar_true
265,3.6450978129107585,-30.466398506396267,,4.597840526840749,4.2731523076753275,4.782273382623237,8.053022990754478,7.770362529795856,8.283502489622071,0.143256121759821,0.0481723684177597,0.2555836787826764,-1.3591395954407497,-1.720991506376052,-0.9974920915174748,0.1817551830305381,0.1067634969306312,0.2967281753308058,0.776647709119983,7.649305866707634e-09,1.5927990764677575,1.4382044865077373e-08,40.81999072507135,1,9.678433263487888,10.053022990754478,1.2987891728370606,0.1102997505337174,-8.116377972942594,2271336.5733718183,0.9157035520803136,1.189305858970349,0.9,0.92380308658345,8.087443581789694
299,3.6021579240787,-30.46644855395543,,7.583136327978352,7.56595014030378,7.596717742017726,8.430460904633248,8.294967062839966,8.577729269182521,0.0511713024143272,0.025336091156506,0.0916481786518391,-1.5733813623507047,-1.817624364812641,-1.3401719262702534,0.0949201192536169,0.0532762951346621,0.1480735304889276,2.6723816686055883,1.0260678238758994e-08,6.801384986805798,2.5485647999558224e-08,726.4699155976381,1,9.944350178697656,10.430460904633248,0.6843470747352809,0.074773903920202,-7.988823931074586,2812511.0559542426,0.9043056042726236,0.6188588949506905,0.5,0.950949843195015,8.452303293477202
301,3.646570828645066,-30.46619033918623,,6.53027077453336,3.2554591314341628,16.01978112762271,8.400526150752723,7.842170075855882,8.994073064892799,0.1291590539761776,0.039790121184295,0.4591781248324976,-0.7356336682741696,-1.432463816815471,-0.1252870539722698,0.8897968732006273,0.4001134194307423,1.6512031468724515,1.236152308922116,7.532636839305535e-09,1.6653477578081304,9.560763422928668e-09,7.509294995668283,1,9.964065227101328,10.400526150752723,0.8328695558555921,0.1550771703301062,-8.123052970107244,2634368.528852777,0.910746618533022,0.7585331316745804,0.5,0.9543304556247915,8.420827367029716
322,3.6148282425297897,-30.466175584938455,,4.650887708450848,4.493375567852953,4.8216921760196705,8.259044974129665,8.049611287238717,8.493608502983017,0.205789131175448,0.096825026164109,0.3395399328579752,-0.8522830508632646,-1.2905690075375067,-0.5453556317238686,0.3227188371229114,0.1679417490335029,0.5603354197122441,0.9515487352446844,5.8740400182006805e-09,1.3211358423268729,7.462125803553321e-09,150.27790058305047,1,9.902405086120089,10.259044974129663,1.2805929675638286,0.1606983142871202,-8.23106309907564,2282073.204809237,0.920448884090566,1.1787203679683524,0.9,0.928110546972257,8.291445266142803
353,3.6345420546940534,-30.465968933193867,,5.097029552390853,1.4650296583548097,16.067697753127096,8.884811427498832,8.206437895193849,9.373345850465618,0.1361530437194352,0.0323015602880444,1.0856469604433654,-0.6566571422746019,-1.3679612458855988,-0.116046838947832,0.4044382593057227,0.0866778094488665,1.2298108637626868,4.068506842743509,7.093452167172731e-09,5.8375162649832655,1.002182308884871e-08,9.982717494283476,1,10.568441092629172,10.884811427498832,1.1429210562463938,0.1191272511564289,-8.149142355469525,2370447.7289076447,0.9506466308412669,1.0865140514381764,0.9,0.9554703222487743,8.904594225468093
399,3.645221395236108,-30.465779597270735,,6.071092697078184,2.66586851731924,15.703763313286936,8.703666843305733,8.149707267968932,9.334080732117537,0.1444539972390988,0.0395527159734743,0.5783336105495388,-0.6675230042062067,-1.3466388672290155,-0.0697975469854298,0.7697386395773453,0.3106159162389956,1.4034227507157548,2.546279505311883,6.6320233499653985e-09,3.438191341004486,7.812957904641408e-09,3.4938968750494728,1,10.320478892782395,10.703666843305731,0.915291160767263,0.1578230004078779,-8.178353953395167,2552786.5225332207,0.9292253418402244,0.8505117417472958,0.5,0.9639633508802212,8.719606320619759
406,3.6471287474370095,-30.465729892496615,,5.122651997998046,1.4536169632123712,12.46925820371932,8.463288727618718,7.688074465640563,9.107145367587266,0.1678376601663574,0.04911714889613,1.012070467923593,-0.7570880535590041,-1.4572471498898856,-0.1436165908949875,0.6364703353012717,0.2044110231719274,1.3836029018236284,1.406884328910815,5.647658797132978e-09,1.8032755814706936,6.580898204245922e-09,5.856280392165235,1,10.103485000480688,10.463288727618718,1.1357662626853628,0.1477748245220178,-8.248131549031056,2375423.3478171844,0.9239855224186001,1.049431583572756,0.9,0.9313194002961267,8.49419007778975
409,3.644881080562265,-30.465698639893205,,6.113268976464072,2.1756625539779897,17.8788654486156,8.299965183999552,7.714713928913787,8.917471578176052,0.1141498657467657,0.0297688070577196,0.7015903568161587,-0.72569335785391,-1.456664047571369,-0.1266000656640578,0.527891068673132,0.1320345454075086,1.2367726373413233,1.1675572077652427,7.88778825233146e-09,1.7399796176789109,9.909732760102945e-09,4.496129068510744,1,9.874298253576304,10.299965183999552,0.9071652609591332,0.125831390000623,-8.103044756545335,2560388.38630183,0.9103621281230422,0.8258488975260514,0.5,0.9541289892478072,8.320358092805169
423,3.64724544607035,-30.465653606259,,9.669398969427604,2.9673207875670236,17.588607941916276,8.836839094755742,8.328518382316169,9.521428371560557,0.0898186637000104,0.0306239343290199,0.4731519172293935,-0.7788073478185555,-1.4403867069637597,-0.1504421356860547,0.5132305640175568,0.1286601977715206,1.1137327803928272,4.979087821311417,8.255239598942572e-09,8.08731511286864,1.0558713823354497e-08,3.252556962557085,1,10.287053055759936,10.836839094755742,0.4935412125757187,0.1819881732495247,-8.08327031731475,3135748.4099054374,0.9114912559686527,0.4498584997229336,0.5,0.9547205119660165,8.856962841366542
431,3.644732902447175,-30.465616461528345,,4.95758788940591,1.5112616977248183,18.037240327693453,8.068759408795794,7.3875093387565,8.648763318684566,0.1363351407457351,0.0316490313306721,1.0632252905853334,-0.8003180600553464,-1.4844545079596787,-0.207884291815228,0.43321572001564,0.084123118396241,1.060376753804208,0.6241139962528715,6.972879921711863e-09,0.9011987405289148,9.022215516455468e-09,3.470226273044954,1,9.677755955205075,10.068759408795794,1.1832051613025374,0.1152252755520858,-8.15658781361151,2343184.371507391,0.9131430277334897,1.080435543421691,0.9,0.9214779058974157,8.104274482113047
433,3.5889880091510253,-30.465670831853625,,6.931310791336564,1.5456217155051444,7.06745572398352,8.023781288606017,7.741669492727481,8.199105362825925,0.1241148955297568,0.0696282620160773,0.8068521821070188,-1.4987448494246178,-1.7702393482527596,-1.122328783946546,0.0426685245269397,0.0164978951704442,0.1364723924740662,0.9025227065767828,8.109852978614616e-09,1.652110342357026,1.2720189626385834e-08,254.47488335060513,1,9.52959387789979,10.023781288606015,0.7704863240206847,0.1610864354893141,-8.090987018927581,2703607.964423795,0.8975233359024565,0.691529455802266,0.5,0.9473770822130206,8.047258414007628
441,3.645012730306303,-30.465604050625178,,5.56507177276831,1.9855796533728904,17.98069822212708,8.516184353438293,7.853359433948468,9.216668825903335,0.13463967192623,0.0338044716356868,0.7817055370065756,-0.6634138064210109,-1.3988038458915322,-0.1027195388711842,0.5352375332423986,0.1390020928937949,1.2171891817722422,1.6056619531093714,6.8012145206514405e-09,2.0684266680801993,7.461345209888791e-09,3.942173531548891,1,10.139549200143708,10.516184353438293,1.023054573491757,0.1316055618291167,-8.16741352662921,2459750.0169292153,0.9228747630470417,0.9441512470953977,0.9,0.9303117215611573,8.547555860507467
444,3.5943454031012965,-30.465774521094964,,6.684022861080415,6.612506546662317,6.817562663686523,9.587475763050882,9.510542839079864,9.668014131554893,0.1807752793310083,0.1037623827718844,0.2121993919541607,-1.3770905675924872,-1.6187341913797595,-1.136959118861279,0.0990971451256507,0.0293428849510313,0.3138794403287751,15.973565824756127,4.298577879368399e-09,3.486622722643262,8.639135649045983e-10,1028.5013699402996,1,11.26202219630195,11.587475763050882,0.8079922693747082,0.2237339219481732,-8.366675200535925,2661126.729182906,1.0633356009228194,0.859166945296548,0.5,1.0311816527279853,9.574140585809763
456,3.61833261655978,-30.465607530346187,,7.580495028648944,7.232101591846956,7.921332182000806,8.329442304654323,8.100998593251735,8.563162377343827,0.1534006475587783,0.0725117859911627,0.2912449629062281,-0.4958100585539946,-1.052522749452919,-0.0645687940563571,0.0698273153794558,0.0194754597820586,0.1812633896450273,1.2127361670100578,6.3891696646416325e-09,2.111442520581212,9.628733554786515e-09,30.159024297420615,1,9.833361783687309,10.329442304654323,0.6846633877455597,0.2240526517182284,-8.19455557900837,2812078.2738755452,0.9007527348054295,0.616712418932963,0.5,0.9490799412090793,8.352139509968037
472,3.645121408831104,-30.465512843646504,,7.062859975471843,4.046653537573361,18.627579121500432,8.86371036025871,8.305970775846864,9.50643996367819,0.0932427880104145,0.0289733271640804,0.3322034624031604,-0.6448441184651643,-1.3247666104946254,-0.0983150238352012,0.7477779545814939,0.2906744547213428,1.578806871429565,4.562510717642103,8.407686071855041e-09,6.114412835051565,1.1645009560335921e-08,7.022591750077496,1,10.446938397510989,10.86371036025871,0.7516973494432605,0.1240429916102194,-8.07532351246582,2725936.857925152,0.9332805991290184,0.7015445526521012,0.5,0.9660644901501236,8.878704241315804
