id_msa,ra,dec,z_spec,flag_zspec_qual,flag_emission_lines,log_Mstar,log_Mstar_16,log_Mstar_84,dust2,dust2_16,dust2_84,mwa,met,sfr100,ssfr100,logfagn,UV,VJ,chi2,gamma_t,t_eff,log_Mh,ml_bias,log_Mstar_true,response_z
19283,3.640955656367929,-30.38892009874826,1.282122,3,1,8.052326193852673,7.884476822709868,8.191117940960261,0.04877885546301142,0.015905035200581685,0.09514104148681735,1.039464203516156,-0.7112774375441901,0.26231478819458964,2.297537566634208e-09,-2.27011599487121,0.47282442207960074,-0.24830874765444833,8.397681926839544,0.7482997227954126,3.6386293872381668,10.052326193852673,0.8163058503497174,8.140473284814364,1450242.6125307449
19365,3.587123978554278,-30.38876510218637,4.299465,3,1,8.207470216657038,8.099469910407333,8.29762846546618,0.2298958772160883,0.1693460162922931,0.3197820323419224,0.10901553806557611,-1.5260492631435971,1.3397417162902083,8.660089771591417e-09,-2.2769114977342366,0.3347471103036064,-0.80352094844881,35.65034006170184,0.6469057725663183,0.9119040172238131,10.207470216657038,0.7372057578541334,8.339881498093572,2209974.4215714354
19436,3.561881502034278,-30.38875517366881,4.311137,3,1,9.410623678528077,9.330524810201203,9.49107045521157,0.14588856727385807,0.1299996108861056,0.1759312434228917,0.20028697710953902,-0.3283131805175016,15.647850083558893,6.012470252627082e-09,-2.169313245134028,0.5569993913698319,0.17315132742441008,93.09248358040769,0.757835282671153,1.0647676033776334,11.410623678528077,0.8235735203123401,9.49492130387386,2212406.802376091
19563,3.573781468658007,-30.38836689329941,4.161504,2,0,8.296549541351451,8.099611566941935,8.44956620322089,0.3495121542364813,0.17146450401886035,0.552505942387175,0.3016031569950204,-1.3191941464797567,0.7005667411646515,3.464609131082988e-09,-2.601575397292407,0.41017002192838703,-0.034291260770512366,34.88080981015498,0.6534078467505593,0.958099764986086,10.296549541351451,0.7423847497491111,8.425920499433527,2181018.5891917567
19896,3.580023807484358,-30.38780642480901,2.32512,3,1,8.87052037158782,8.804862143426211,9.093210599827161,0.12729085636753104,0.11276183119458005,0.2721735371645851,0.3425038619623684,-0.32550425190944254,3.4111655716975284,4.495741218017876e-09,-0.7590241817376242,0.47453140617275125,0.20865280817195142,20.581533502441903,0.7382712736850624,2.080111474808208,10.87052037158782,0.8086324757206058,8.962769192414758,1750551.5108102362
19981,3.576805522493503,-30.38798120823639,1.359161,3,1,8.116446726380651,8.048757305015577,8.188703850285872,0.009689124225882306,0.0013467237082568568,0.2523679518743385,0.8808921923254536,-1.6697635405876647,0.6909981348677121,5.669260091027115e-09,-0.8779912190979609,0.12477164628115744,-0.46631646165220175,57.322109957677014,0.7458803241163889,3.459583771259274,10.116446726380651,0.8144574600864104,8.205578320771364,1474517.8118964857
20129,3.5642139013699,-30.38725451483703,3.736875,2,0,8.367447678106828,8.258562374125132,8.4395469375062,0.1237705377409927,0.0479402507584931,0.25088965814441044,0.4109292909142559,-1.5707311391951257,0.35298477413971574,1.498921581184296e-09,-3.0851189435297512,0.48542098977403825,-0.1936302050301535,33.44540055833174,0.6676624338580563,1.1128607445904726,10.367447678106828,0.7536849773539793,8.490257819219927,2089378.8550667395
20466,3.640408392504773,-30.38643760620369,8.503934,3,1,9.333338092864894,9.20078817982946,9.49703156109981,1.3809587862264605,1.127181349469548,1.628250179551349,0.06309068639248847,-0.21247365112481686,20.565535776738145,9.692463958363042e-09,-1.5362744917550581,1.2630627335639666,1.2335934074867438,73.76195262300376,0.6709010265694388,0.3939744315757843,11.333338092864894,0.7562422194703521,9.454677173380864,2959531.309920542
20513,3.568250327788409,-30.38662800438834,2.187949,3,1,9.004407036891621,8.834168012421515,9.128703831199807,0.21739876586667842,0.10655814163052196,0.4490052298526035,0.7195906367987103,-1.2748012149730288,1.1476915255389637,1.1168373168823235e-09,0.0549657148905629,0.6457801471082902,0.20207088786686356,73.8130796622697,0.7538377691022482,2.2597159453751954,11.004407036891621,0.8205301148107585,9.090312511885045,1714063.5339449935
20616,3.611991468606265,-30.38624136499828,3.244303,2,0,8.126532760607299,7.937077814886729,8.332874139856294,0.14839931111860527,0.0457431690650238,0.360484417469253,0.4345084436952677,-0.707592036259838,0.30801387170163536,2.3767618107633822e-09,-1.7752022351724959,0.4765022168723938,0.11660891557693276,12.123236144939444,0.6751003327236897,1.3252038722565567,10.126532760607299,0.7595525488034559,8.245974935185442,1977763.799041736
