file,srcid,grating,filter,dataset,root,objid,grade,valid,sn_line,z,log_Mstar,line_ha,line_hb,line_ha_nii,snr_oiii_5007,snr_hb,snr_ha,has_balmer,best_line_snr,best_line,resolution_rank,gamma_t_mass_proxy,public_url,local_path,spectrum_fetch_status,log_balmer,fit_status,line,sigma_kms,sigma_kms_err,amplitude_snr,median_R,sigma_inst_kms,resolution_source,line_center_um,reduced_chi2,n_window_points
rubies-uds23-v4_g395m-f290lp_4233_148866.spec.fits,148866,G395M,F290LP,jw04233002003_03103_00001_nrs1_f290lp_g395m_raw.137.4233_148866.fits,rubies-uds23-v4,156213,3.0,1.0,30.6,5.222564,10.533738274660198,626.42816,66.38583,,7.569316903290073,3.4678965909516535,30.580258733288282,True,30.580258733288282,ha,1,4.249787946784752,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds23-v4/rubies-uds23-v4_g395m-f290lp_4233_148866.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds23-v4/rubies-uds23-v4_g395m-f290lp_4233_148866.spec.fits,local_existing,0.9747958829845196,success,ha,104.90267850135825,24.95777416634807,12.481074894602738,1000.0,127.3101350723384,grating_fallback_G395M,4.084943663716347,1.6665943275896906,17.0
gto-wide-egs1-v4_g395h-f290lp_1213_1360.spec.fits,1360,G395H,F290LP,jw01213003001_03105_00001_nrs2_f290lp_g395h_raw.159.1213_1360.fits,gto-wide-egs1-v4,174907,3.0,1.0,30.5,5.26131675,10.061336905555498,1398.621,304.23837,,30.463255756180175,6.212986542922524,25.979747395052108,True,30.463255756180175,oiii_5007,2,2.659285052819797,https://s3.amazonaws.com/msaexp-nirspec/extractions/gto-wide-egs1-v4/gto-wide-egs1-v4_g395h-f290lp_1213_1360.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/gto-wide-egs1-v4/gto-wide-egs1-v4_g395h-f290lp_1213_1360.spec.fits,local_existing,0.6624860591776449,fit_failed,oiii_5007,,,,,,,,,
rubies-uds23-v4_g395m-f290lp_4233_972069.spec.fits,972069,G395M,F290LP,jw04233002003_03103_00001_nrs2_f290lp_g395m_raw.27.4233_972069.fits,rubies-uds23-v4,173960,3.0,1.0,30.3,7.752867,10.023750178762972,,102.23471,,30.295862305176257,5.594057975693261,,False,30.295862305176257,oiii_5007,1,5.458259784189394,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds23-v4/rubies-uds23-v4_g395m-f290lp_4233_972069.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds23-v4/rubies-uds23-v4_g395m-f290lp_4233_972069.spec.fits,local_existing,,success,oiii_5007,100.8168873855318,22.35032470806239,13.268210222350508,1000.0,127.3101350723384,grating_fallback_G395M,4.383761638679564,2.050447846796145,14.0
rubies-uds22-v4_g395m-f290lp_4233_129904.spec.fits,129904,G395M,F290LP,jw04233002002_03103_00001_nrs1_f290lp_g395m_raw.119.4233_129904.fits,rubies-uds22-v4,157952,3.0,1.0,28.1,5.217173,10.861173497890077,717.7874,86.852776,,6.556201516701923,2.953738017083181,28.054846507043855,True,28.054846507043855,ha,1,5.911292658397375,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds22-v4/rubies-uds22-v4_g395m-f290lp_4233_129904.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds22-v4/rubies-uds22-v4_g395m-f290lp_4233_129904.spec.fits,local_existing,0.9172121264999534,success,ha,90.63780665634883,37.4170937012446,8.440608798777726,1000.0,127.3101350723384,grating_fallback_G395M,4.081452797480869,2.866315081614227,17.0
goodsn-wide66-v4_g395h-f290lp_1211_1408.spec.fits,1408,G395H,F290LP,jw01211066001_07101_00001_nrs1_f290lp_g395h_raw.36.1211_1408.fits,goodsn-wide66-v4,174465,3.0,1.0,27.3,6.93763495,10.111161047439946,,171.72266,,27.282214630887683,4.1351347459452725,,False,27.282214630887683,oiii_5007,2,4.773357026865236,https://s3.amazonaws.com/msaexp-nirspec/extractions/goodsn-wide66-v4/goodsn-wide66-v4_g395h-f290lp_1211_1408.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/goodsn-wide66-v4/goodsn-wide66-v4_g395h-f290lp_1211_1408.spec.fits,local_existing,,success,oiii_5007,44.65526652185039,5.253887529666959,19.87036585906349,2700.0,47.151901878643855,grating_fallback_G395H,3.9731517196113497,0.8243113299070439,38.0
rubies-uds21-v4_g395m-f290lp_4233_151446.spec.fits,151446,G395M,F290LP,jw04233002001_03103_00001_nrs1_f290lp_g395m_raw.181.4233_151446.fits,rubies-uds21-v4,161794,3.0,1.0,26.6,5.1816235,10.213136623902074,513.26776,111.25291,,22.152798546722458,5.509100895664765,26.57836826116686,True,26.57836826116686,ha,1,3.0286688078158415,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_151446.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_151446.spec.fits,local_existing,0.6640326062063465,success,ha,21.608273639951737,59.7306051504328,14.434025365425123,1000.0,127.3101350723384,grating_fallback_G395M,4.057834078972073,1.2193877343592894,18.0
gto-wide-cos02-v4_g395h-f290lp_1214_727.spec.fits,727,G395H,F290LP,jw01214002001_07101_00001_nrs2_f290lp_g395h_raw.141.1214_727.fits,gto-wide-cos02-v4,172624,3.0,1.0,26.4,5.254870233333333,10.468047728257117,2057.0815,603.8688,,26.440648724692245,10.904191230428479,22.418156265250442,True,26.440648724692245,oiii_5007,2,4.025079213611031,https://s3.amazonaws.com/msaexp-nirspec/extractions/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_727.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/gto-wide-cos02-v4/gto-wide-cos02-v4_g395h-f290lp_1214_727.spec.fits,local_existing,0.5323089068925193,success,oiii_5007,99.07178283969098,7.487693165812337,17.051687676778485,2700.0,47.151901878643855,grating_fallback_G395H,3.132330673315004,0.8876981890654887,37.0
rubies-egs62-v4_g395m-f290lp_4233_74854.spec.fits,74854,G395M,F290LP,jw04233006002_05101_00002_nrs2_f290lp_g395m_raw.43.4233_74854.fits,rubies-egs62-v4,173641,3.0,1.0,26.3,5.0663842500000005,10.18152353211032,504.74753,98.11522,,26.341879363872085,3.323563482121985,24.714236659792018,True,26.341879363872085,oiii_5007,1,2.8309094198466505,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-egs62-v4/rubies-egs62-v4_g395m-f290lp_4233_74854.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-egs62-v4/rubies-egs62-v4_g395m-f290lp_4233_74854.spec.fits,local_existing,0.7113378203947532,success,oiii_5007,161.3135413109968,26.72331206911243,11.531360900979795,1000.0,127.3101350723384,grating_fallback_G395M,3.037407108971027,2.234752677657985,14.0
rubies-uds21-v4_g395m-f290lp_4233_148906.spec.fits,148906,G395M,F290LP,jw04233002001_03103_00001_nrs2_f290lp_g395m_raw.161.4233_148906.fits,rubies-uds21-v4,161789,3.0,1.0,24.7,5.2429214,10.026787937843576,472.03116,161.12408,,24.673419317632174,7.665985046283783,24.246923823249126,True,24.673419317632174,oiii_5007,1,2.5537454567119653,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_148906.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_148906.spec.fits,local_existing,0.46681021788757554,success,oiii_5007,5.000000000001294,268.867493396848,11.600295908093509,1000.0,127.3101350723384,grating_fallback_G395M,3.1268007384559295,1.836989748295922,15.0
rubies-uds21-v4_g395m-f290lp_4233_171974.spec.fits,171974,G395M,F290LP,jw04233002001_03103_00001_nrs1_f290lp_g395m_raw.205.4233_171974.fits,rubies-uds21-v4,161872,3.0,1.0,22.8,5.2076435,11.149597526459202,882.34436,208.85724,,6.928879555630995,4.703698758232792,22.794571635760903,True,22.794571635760903,ha,1,7.879009470430194,https://s3.amazonaws.com/msaexp-nirspec/extractions/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_171974.spec.fits,/Users/matthewsmawfield/www/TEP-JWST/data/raw/dja_specfits/rubies-uds21-v4/rubies-uds21-v4_g395m-f290lp_4233_171974.spec.fits,local_existing,0.6257885793932964,success,ha,87.6482375495926,39.20201867843017,7.718508530794634,1000.0,127.3101350723384,grating_fallback_G395M,4.074467124083581,2.6653297594595857,18.0
