id,ra,dec,use_phot,z_spec,z_phot,z_16,z_84,log_Mstar,log_Mstar_16,log_Mstar_84,dust2,dust2_16,dust2_84,mwa,mwa_16,mwa_84,met,met_16,met_84,sfr100,ssfr100,sfr10,logfagn,UV,VJ,chi2,nbands,gamma_t,t_eff,log_Mh,ml_bias,log_Mstar_true,alpha_z,sigma_dust2,posterior_broad
4592,3.635430288456785,-30.450042297497134,1,,9.661712640738752,0.9194298060680508,10.910572163703426,8.281445748672388,7.4004201917273456,8.627109292537119,0.1613871569532689,0.0380410753317073,0.9190774574826176,0.0940522459089487,0.0422605841340555,1.7253594054807586,-1.021829319651462,-1.6091197760195075,-0.3516217281642895,1.885693786961938,8.300522183941232e-09,3.3206745154580513,-2.339278535023797,0.3407344554156211,-0.0333739605082854,6.0199580767097265,6,0.9111499762442882,0.4501774170864545,10.281445748672388,6000352214.034131,-6000352205.752686,3134618.6960625425,0.44051819107545515,False
4773,3.6338566158144943,-30.449270823257983,1,,9.583991380399366,0.7971418066447822,10.355396754033524,8.148686990654237,7.718727699636745,8.65589949587351,0.8364744702879843,0.1234868813575864,1.768695244319242,0.766914578673641,0.0771899493940198,2.420303863829524,-0.8249144890444241,-1.5709403727041802,-0.1548166813060161,0.1820034597449224,1.687625058020989e-09,0.1572566939176237,-2.6416660790959767,1.3269732695360048,0.8645930364150374,19.54080432176641,6,0.9035939793689848,0.4513805741768289,10.148686990654236,4420011555.184432,-4420011547.035745,3123172.498626366,0.8226041814808278,True
4804,3.637566341142645,-30.449154258610367,1,,10.752026743550296,9.524365044364616,11.141237819390946,8.82090345535279,8.452466976606484,9.054073172040432,0.022075312341684,0.005239892432985,0.2297502626976298,0.0637288819754792,0.0400768140934887,0.1320714951432098,-1.506653438443918,-1.769711416024076,-1.2327160908418835,6.13649669556565,9.899934750601968e-09,6.865760978665517,-1.3720711583413077,-0.1261340885686586,-0.5592611608418991,40.66433404018114,6,0.9667266432959416,0.4125995703643871,10.82090345535279,131955972335.6513,-131955972326.8304,3290998.0016487325,0.1122551851323224,False
4815,3.633594848354241,-30.44922708278974,1,,9.69961884248906,1.0861150177357215,9.637392834003684,8.035724608641491,7.495426812407371,8.39233949285372,0.5748171485583369,0.1660720603058982,1.244887788276155,0.2283021348897582,0.0465994924106878,1.347512087852667,-0.8746384601764692,-1.4972925608031644,-0.13881585158409,0.5053534324399491,6.024907779046585e-09,0.7590326512497614,-2.522501091059282,0.7448709562962677,0.4044741765904405,18.261847550176324,6,0.8975693281462311,0.4411082677068376,10.035724608641493,5183713429.1167345,-5183713421.08101,3140186.097230213,0.5394078639851284,True
4850,3.6341320987164503,-30.449098196085455,1,,10.592618633584305,0.5559147818919172,10.85201669324228,8.005198618612628,7.0832232485877835,8.420627468602602,0.1645651394594132,0.0298566859029771,1.1320800720779858,0.1157117025582797,0.0448901283130156,2.507906552130439,-0.9725937108956229,-1.6006570582054518,-0.2287792691200627,0.9698527151906068,7.168141782145955e-09,1.8180109602126544,-2.3171731122014245,0.3549267451117366,0.0218893800937856,9.047121194447517,6,0.8922323484236105,0.3887058667110532,10.005198618612628,39355872135.92392,-39355872127.91872,3268601.7396910405,0.5511116930875043,True
4851,3.634243405467138,-30.449005552140157,1,,10.816445803542743,0.9343009571894366,11.120460876514736,8.352796770034256,7.697562788406649,8.659906254375286,0.2751011972140709,0.0776375512526722,1.3112803075893864,0.1142512956408343,0.0421986331928692,1.822415632419392,-0.8193033809697161,-1.5207245280478237,-0.1478593930008997,1.998476757729564,7.094384083707733e-09,3.9231248827358023,-1.999001055722097,0.4667891329949576,0.2211412378072381,20.231407092862497,6,0.9119158767137416,0.3860202459540108,10.352796770034256,95349073483.92744,-95349073475.57465,3300005.5231082556,0.6168213781683571,True
4937,3.633612094853376,-30.4486522574734,1,,11.2019151213865,10.593000797905034,11.749912874889269,8.69871503351644,8.504936510036032,8.907556000728452,0.0667163454822311,0.0204693680040305,0.1630284477618628,0.0746183182456766,0.0381279153624461,0.1286835975816533,-0.5230492306798235,-1.4163326011176989,0.0127866869465552,4.197595059884355,8.944964363224205e-09,8.53180946959271,-2.0357096058252235,0.1733823531946576,-0.1343784774403431,28.25265824498269,6,0.9472039682828768,0.3820628420829886,10.69871503351644,339223115788.9595,-339223115780.26074,3353399.018290218,0.07127953987891614,False
4943,3.630158033769076,-30.44864198502245,1,,11.352264268250703,2.549198827466145,11.441317510813358,9.058162786142004,8.863964279986687,9.292664341909353,0.0641394040486417,0.0246487770121804,0.2290513247558518,0.0681006482523866,0.0372068344601951,0.5444624242498296,-1.293631669581517,-1.6833183310998732,-0.8295030102972011,10.29872857863499,9.5378706177338e-09,20.775629605386992,-2.2856071605919563,-0.0062111319315754,-0.4470815954476101,82.83931970436957,6,1.0165171432823727,0.4025385268204124,11.058162786142004,704960832370.3126,-704960832361.2545,3373995.6653232155,0.1022012738718357,False
4962,3.632886911981765,-30.44854171255341,1,,9.974546290239118,1.3905728286975678,10.124614591353248,8.25830642844647,7.597225219949294,8.539701396645642,0.114644338616027,0.0267763902363335,0.5749746879719904,0.1382415006837151,0.0525043890712879,1.172757059066901,-0.8411426975752972,-1.4861934934238488,-0.1847169295532789,1.5313163718640488,7.363579998080497e-09,2.6547875908703507,-2.872508483793358,0.3221106357740382,-0.0359052796558607,16.722193630284217,6,0.9083972626208012,0.429725765518744,10.25830642844647,12162449550.374186,-12162449542.11588,3180273.8657361525,0.27409914886782843,False
4996,3.6339154681053625,-30.448970587921224,1,,11.300496776193633,10.49918035227849,11.3297913896135,8.662386006661944,8.47448202919153,8.899016029384024,0.0246992825917477,0.007081157594841,0.0639587948120824,0.0827118376672562,0.0459562538326173,0.1355787270995889,-1.2775073036846014,-1.5940435034858935,-0.6531451751998325,3.5533711898343716,8.370711113144696e-09,7.723477030252622,-1.9406926953567951,0.0829579527379458,-0.5801395918938681,44.30036339381998,6,0.9420702567767396,0.3754214314301743,10.662386006661944,412349379967.40234,-412349379958.7399,3366918.150020884,0.0284388186086207,False
